id,p9,q9
1.000000000000000,-3.517562182896720,3.352640770588944
2.000000000000000,-7.342436598315006,42.272960200865263
3.000000000000000,113.763668976167580,51.494750436796480
4.000000000000000,85.658528070030826,-47.728226811741493
5.000000000000000,37.316855176574826,-1.589495526392615
6.000000000000000,78.485677093235921,24.498125258737026
7.000000000000000,42.372560625476957,5.072469963164128
8.000000000000000,124.433174699372572,-1.203940377451512
9.000000000000000,122.200367568223967,7.613896642099371
10.000000000000000,-22.474563665135275,53.186873922144272
11.000000000000000,20.792547269473125,30.374816549806361
12.000000000000000,37.260022529498499,15.500731841045322
13.000000000000000,1.241204275373546,-7.109217972471754
14.000000000000000,46.093070528537858,65.507022323511023
15.000000000000000,-16.379412577437755,31.200456687649748
16.000000000000000,120.648126672366018,14.510931211268009
17.000000000000000,11.184272117555279,4.654520250175798
18.000000000000000,53.402740610928447,2.997838240947082
19.000000000000000,-19.366070778460440,17.462723856189456
20.000000000000000,-31.343218466130306,70.760425708618314
21.000000000000000,29.434042708563112,25.443002160168259
22.000000000000000,35.471232339632614,2.180780952039574
23.000000000000000,74.295819505315364,-17.851106449532260
24.000000000000000,101.058729206281555,8.861027389672337
25.000000000000000,136.175178595667944,47.624640647625171
26.000000000000000,19.553033274533330,-38.556685274187522
27.000000000000000,-19.629735011437134,29.265385331229375
28.000000000000000,82.356923175988641,73.043560187301722
29.000000000000000,35.598019854659469,-19.712697537135739
30.000000000000000,98.333363013845513,-35.779984130401452
31.000000000000000,18.019634331812860,-43.660944519049238
32.000000000000000,-17.453900258737292,50.630499346394764
33.000000000000000,137.200463589228008,72.866280850033320
34.000000000000000,46.102795751058167,15.584566156705737
35.000000000000000,-29.810969365481395,-46.135513068549294
36.000000000000000,76.817321111606802,10.139367040506908
37.000000000000000,114.280882563078563,13.273436095347080
38.000000000000000,-16.085992070339447,-28.093515184860752
39.000000000000000,135.048622180855801,24.722550087133367
40.000000000000000,62.311979241902520,69.038956387426836
41.000000000000000,85.439852515228239,11.103439910133073
42.000000000000000,13.341016007157370,-5.356286823319922
43.000000000000000,118.067957572041749,-4.183576695872516
44.000000000000000,60.200469937922740,41.795391695367570
45.000000000000000,119.294086691341334,-47.712841077521730
46.000000000000000,106.223058967014254,58.831241008039761
47.000000000000000,-24.720320258333963,42.177317095301866
48.000000000000000,87.636924286542467,38.602356391316093
49.000000000000000,72.617139474817932,5.261359508355379
50.000000000000000,12.004986618553703,48.186213885806907
51.000000000000000,21.623849206803310,18.993379624679040
52.000000000000000,11.015584884925524,-20.943216966979161
53.000000000000000,98.523922369765614,-8.764920078076555
54.000000000000000,77.848209497120649,71.326841706762934
55.000000000000000,-19.452057707104444,-47.658832894119080
56.000000000000000,1.579768800827018,-22.705492252533581
57.000000000000000,110.821934258554876,21.000399070188337
58.000000000000000,104.496267782125344,-43.964960192007517
59.000000000000000,117.360023660861458,-5.463370556162039
60.000000000000000,125.103549401098462,9.122167375332225
61.000000000000000,125.270896925296753,7.245364040591673
62.000000000000000,-5.185191853522523,50.018665203036129
63.000000000000000,34.821589968336873,51.037430855254875
64.000000000000000,0.240557190912802,11.098793559080878
65.000000000000000,59.494822405490737,11.961956157128284
66.000000000000000,70.390781802950855,14.417164209182321
67.000000000000000,43.569431831995182,-24.922075306933642
68.000000000000000,13.432062355125360,31.570854500879253
69.000000000000000,60.337359024523742,-43.725485893857396
70.000000000000000,-6.779128869340990,24.447646265077427
71.000000000000000,128.485603641290538,30.720822713477091
72.000000000000000,86.094256548147570,-18.706090900045879
73.000000000000000,89.103806034889686,67.462997900794036
74.000000000000000,65.628405123052261,7.034099849210596
75.000000000000000,51.308542092208896,50.587500304582434
76.000000000000000,80.079676753385016,31.466331674873771
77.000000000000000,60.234937687196336,45.065975835007357
78.000000000000000,105.119218129659330,57.420239166831479
79.000000000000000,38.921980003137840,56.861656475923738
80.000000000000000,67.917146463519813,-18.914352966381685
81.000000000000000,129.840281919804369,-39.900741713452170
82.000000000000000,-28.476281926380896,47.538337975941872
83.000000000000000,-37.103964740682414,-1.568485945387688
84.000000000000000,25.116582775469304,-15.818565045898424
85.000000000000000,7.067665941819421,32.368648142478229
86.000000000000000,7.444218519032153,8.498045235540530
87.000000000000000,-33.706415649828521,33.932983869535406
88.000000000000000,74.814675438087534,3.683234401113544
89.000000000000000,81.628923655846535,12.821285949099392
90.000000000000000,108.033362015477195,53.754095623784657
91.000000000000000,47.351232244624541,45.580010117014233
92.000000000000000,63.244034015401517,8.936587297189224
